content,sentiment
I'm off to a fun filled evening at a funeral home ...  Joy.,sadness
"Ugh the delivery was postponed, shes not having the baby til 5 and i'll be at work",sadness
At work my head hurts a little due to my neck! I hate when I sleep wrong!,sadness
@mscrismusic wish u was in the D!,sadness
@chaletlaforet shit that is awful... could not believe it at first... so sad,sadness
@brett can you fedex me some pizza? I have to cancel my NYC trip until later this summer,sadness
@elainanic Hope that migraine doesn't stick around for too long.,sadness
@calikiks  asap. But..... Kids are asleep. I have a car seat for arianna. We can take her with us? I need to pay vs bill!,sadness
@sweetpea2809 Nor here... Sad times,sadness
@emmielovegood ive tried and tried in the past to learn cockney but sadly its near impossible to find books and things on it over here.,sadness
Hates leaving teddy ... Now I'm miss both my boys  damn,sadness
@kujakupoet My computer got screwed to hell by viruses. I just finished wiping the drive and reinstalling Windows XP  I want a Mac...,sadness
@noiseporn Would defo have done that but Im already booked over t'other side of the country,sadness
I guess it wasn't meant for me to change it,sadness
@sexxieluv dang....just so far away aren't I?    Darn I'll just have to dream,sadness
"@kylehamilton Wow, just saw your Tweet about the Proflowers fiasco. That's so not fun!",sadness
@diesel_26 i wish you were here to take care of me,sadness
because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,sadness
"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",sadness
"Brother #3 is wandering around the house in his underwear. As charming for his 2 sisters as it is for the other female guests, I'm sure",sadness
Damn. Stephane doesn't even feel sorry for me. Off to work then,sadness
@NancyLeeGrahn IS she in grade 5?  I can't do my daughters grade 4 math...soo sad,sadness
http://twitpic.com/66vld - i don't like this bangs! I want my hair back!,sadness
dis damn usb charger is good for nothin. gotta find that verizon store. my fone been dead since last nite,sadness
@mdfogarty Im so very sad that i am at work today and cant win tickets,sadness
the sun burned me today....my arms look angry  Party tonight tho babes! woop!,sadness
"I need to get in a good, hard workout today after work, I feel like I've been slacking! No good",sadness
Bloody exams next week,sadness
"@thecomicproject It's sunny and hot in London today, while I sit in office cranking spreadsheets",sadness
@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.,sadness
Is working all weekend,sadness
"Beer, garden, IPOD, Friday night, shame I've got to work tomorrow",sadness
"is back from the park and is very sunburnt  cant wait 4 @totallywiredm 2night,and is gonna get smashed..bein sober jst wnt b as fun!",sadness
@jhaywardbenzal ouch. I hate it when that happens.,sadness
"@AdamBMusic ik, i feel sooo bad for them",sadness
WHAT THE HELL IS GOING ON?!?! Last night and this morning SUCKED... More moving tonight.,sadness
i need a jb but i dread the fact that it will have to be retail this summer,sadness
@geminianeyes it didnt  - from research the traffic in this beautiful system of twitter is approx 100msg/second.. mine only grabs 6msg/sec,sadness
Starting to get sad.,sadness
Feel like death  evil headache and need to pack and drive to parents. Bum.,sadness
i reaaally need you,sadness
@lifesaver45 that sucks.,sadness
"@cindyefolson the signal that makes your internet &quot;go&quot; is pretty bad  getting a tech out will get that fixed up, though!",sadness
R.I.P. Sammie the Cat,sadness
at home. have very sore feet. and am sad because the sale of my grandas house just went through. miss you,sadness
In the middle of breakfast the school called.Yep...back to get Shey...AGAIN.3rd migraine this week or maybe one that never went away,sadness
Damn...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,sadness
ooh my icecream's gone  oh no wait i got another 2 boxes on the freezor! yumm,sadness
"I have never had a Starbucks coffee in my entire life, people keep making me jealous",sadness
@ScrapShoppeEtsy rt i have had few hearts the past few days on etsy  boo hoo....totally the same for me too ((((((,sadness
I think Ive buggered up my mobile  ack. I am a stubborn arse and refuse to get a new one.,sadness
Weekend is getting close. Too bad I'll be stuck up north  Hopefully I'll be able to get out next weekend for some real life fun.,sadness
"@Steffisticated If they recorded it and sent it to people, they obviously meant for it to get out there.  But if they didn't, I feel bad.",sadness
have to put my dog down tomorrow.,sadness
My sunglasses broke,sadness
"waiting for aaron to get into town, and then leave him for work. booo",sadness
@dsml dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!,sadness
@BigzFlygerian sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused,sadness
: why is it so cold!?!?!,sadness
@Starry1968 you're surrounded by them! I have no official nieces/nephews yet,sadness
is becoming edgy bcause the lappy has not arrive yet,sadness
"Another favorite local place bites the dust: Con Sabor Cubano, the place I go to for the most amazing Cuban sammiches, is closed",sadness
@meerasapra seriously.. it used to spend most of the time in my house..,sadness
Where is the boss... I'd like to have my check and leave please!,sadness
We're not gonna be able to talk again,sadness
michael scholfield is no more. He is dead. I am sorry,sadness
had a good day but im now skint again,sadness
"gross. it's hot, and there's cotton EVERYWHERE.. hello allergies.",sadness
Thought she wuz my best friend...,sadness
Is still tired  due to late nights out and work and has to b up early again 2moro 4 work bad times!,sadness
"Oh well, there go my hopes for seamless transfer of blog  however I am now on track and will have it up and running sometime this eve",sadness
Im so tired and sick  i have to be better on Sunday so i can sing morning and night,sadness
@danecook Sooo SAD I will miss you here in San Diego!!!,sadness
@ work again,sadness
BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,sadness
Time flies...and i never got it all right. Why oh why?,sadness
I am loving this sunshine and hating the thought of my office without windows,sadness
Selling my Bonnaroo ticket.  Can't get any time away from work. Anyone in the DC area interested? I can meet up!,sadness
"@inlovewitharmy Southridge was moved a week later cause of Swine flu, i think",sadness
@DanielFielding Yeah. It totally sucks.  I hate not being able to breathe! Thanks for the ff!,sadness
"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore",sadness
Oh My God ..  sad day ..,sadness
Working late with only The House of Love for company. Just what I want to be doing on a summer evening when I should be out with people,sadness
any other Mac users completely given up on Google Chrome?,sadness
"@BiggaBX Yes, It's only fair  lol",sadness
"so much for a day off- I've been on my feet, all over the place, all day!",sadness
@TiwuRayie geez! one time in a row.. patience! good things comes to those who patience. lol. i wish i could sleepover..,sadness
"@suzbooze I wanna go, but I so freaking broke   Have fun for me",sadness
thirty minutes turned into three hours. oops,sadness
YawNnnnn _slight headache n hangover grrr,sadness
i miss the one who would do anything to spend 5 min with me... the one who used to say just tell me when and where,sadness
G'night world. Vacations have to end some day.,sadness
Omg. I got no sleep again. Neighbors are building a deck &amp; they've been starting @ 5:00am. I'm SO tired. Feel like I just took Benadryl,sadness
has a gym day and is hoping to enjoy the last Friday of her twenties.,sadness
feels slightly better but damn i sure do miss him.....he's going to be so hard to get over......  i messed it up ...donuts=comfort,sadness
"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning",sadness
Hate being sick  especially when there's no one to pamper me,sadness
Ugh. Going to skool,sadness
mcfonalds roulette i i lose. they forgot mygrilled snack wrap,sadness
Playdate cancelled,sadness
"PINKPOP weekend &amp; I've got NO tickets, meaning no BRUCE Springsteen  Oh well, it's WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!",sadness
"never thought i'd say this, but i miss my 9-5 job, the commute, my cubicle, free food &amp; coffee and being downtown. why did i quit?",sadness
aaaah taking back sunday are playing in new york 3 days after we leave,sadness
I dont feel well  i got a dentist appointment later.,sadness
@PoynterJones can I join you in your jealousy?  :L,sadness
"Back @ work, migraine lingering   Can't wait for the weekend!",sadness
Ugh soooo much work to do today while trying to make the 6:10 train to the game... looking like a 4-5 hour Sunday at the office.,sadness
"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask",sadness
You know your neck is jacked up when you are forced to pay for parking bc you can't turn you head to parallel park in the free spaces...,sadness
forgot to wish sister happy birthday yesterday.,sadness
my parents sold my car.,sadness
I miss you guys,sadness
Goodbyes ... Hurt,sadness
"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief",sadness
enjoying the great sunshine.. from indoors.. I don't feel good today,sadness
I'm over @ringorang today.  3 wrong answers in a row.  My brain's not working today.,sadness
@lilivonshtupp I'd rather go to the matinee but I have to work  Still debating whether I should go cos going alone is no fun haha,sadness
