content,sentiment
New baby arrived yesterday. A fab baby boy at 2.8 kilo  Very proud and happy,happiness
which is why i can't wait till i move out of home and life by myself next year  WACKY ADVENTURES EVERY DAY!!!!!,happiness
is choosing to do britney for the dance showcase! yesss  cant wait. 58 days....,happiness
still awake..doing my assignments and playing virtual farming,happiness
@vene2ia Great!,happiness
"I think more people would buy the Slap chop, if the commercial was like this: http://bit.ly/vQIUf",happiness
watching a movie and rocking my baby kitty who is asleep in my sling hanging from my neck. So cute,happiness
@PeopleBrowsr nice new profile picture! Glad to see some friends in there,happiness
"@DavidArchie  AWOOOOGAHHHHHH!!!! heheee hope you get some decently priced breakfast real quick, David",happiness
supernatural is back on tonight !!,happiness
but omg mummy bought me ice-cream!,happiness
@deversum good morning Hazel  caffeine-shot?,happiness
@niuts14 Our weekend was also great... two friends of Julia were here for four days...,happiness
Ah. Bank holiday morning...reading Elle in bed and getting excited for a roast dinner in Sheering later,happiness
@abstractg @grendel @tigertigercb woohoo! I got the Sunbeam Cafï¿½ Series grinder at Eu Foods for only $198! Epic win,happiness
"@pixelbase @steverumsby I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",happiness
because he @the_real_nash wants to be an honorary Filipino  i'll follow him now ;)) thanks @daxvelando!,happiness
@Emmmaa___ haha was it good? i bet it was,happiness
mmm  eating tostitos &amp;&amp; piknik with spinach dip from S&amp;R. &lt;3,happiness
"@chainsawchelsea If it's any consolation, you're definitely one of the hottest GG's, IMHO",happiness
@khali_blache Night! Doze well.,happiness
@DonnieWahlberg  &quot;donnie rocks&quot; if u could only here it my 2year old runs around every where sayin &quot;donnie rocks&quot;,happiness
@maydbs Its looking like June - nice right?,happiness
Prom was awesome.,happiness
9100 tweets....just living the rockstar life one tweet at a time.,happiness
possessed beyond certainty that she has made the rite decision,happiness
"@RealBillBailey good moring mr bailey, it is my birthday today",happiness
spending a 'girly' day wif my four big sisters! shopping. pedicures and dyeing eachother's hair. ohh yeah,happiness
@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
Would really like to buy death note 1 &amp; 2 later this week  I loved those movies!,happiness
@ELLISNYC we should all be down to earth. don't none of us walk on water  I'm just some horny nerd trying to find my way thru life lol,happiness
"@roel247 Thank you good sir, it has been a surprisingly good afternoon, very productive",happiness
Ay dios mio! 2 weeks left of college!!! AH CAN'T WAIT!!,happiness
@eltonmcmanus  &amp; to you matey,happiness
wlcome @johiw44 - i'm proud of my girlfriend,happiness
@jnacool I dont understand sensex..but wow!,happiness
Good day today tomorrow will be even better,happiness
@djinfrared Sounds pretty cool. Great job man!,happiness
@jasonhoun Haha of course! That's my favorite album of all time,happiness
@EMarketingGuru Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
dinner was awesome. Im so happy my mom enjoyed her bday  I was able to spoil her yay lol,happiness
@QuestCon That gave me a great smile. Nice way to end the day. You are so right,happiness
lovely night of steve-o and family guy. off to bed.,happiness
"@HOTTVampChick Excellent, he will never know, lmao.",happiness
1 more day!,happiness
@rajrikhy Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
"okay, really going now...STOP MAKING ME LAUGH LIKE THAT!!",happiness
morning! just got my coffee,happiness
Headed up to WMC for the day. Hopefully I'll have enough time to swing by Chinatown on the way home. I'm in the mood for duck!,happiness
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",happiness
"it's a perfect day to throw back your head and kiss it all good bye - love it, so cheerful!!  ? http://blip.fm/~5jckp",happiness
may the fourth be with you! happy star wars day,happiness
@Mandarific well on a day off you owe it to yourself to sleep in late,happiness
Just got back from the karaoke bar in the metreon!!! Watching millionaire matchmaker,happiness
@dannnnnniiiie lol brandy and mr whiskers is on,happiness
@Karen230683 morning  hope u r well.. i'm off to bed soon!,happiness
@pauliniunia its the best show EVER!,happiness
Monday morning bathing - soooo relaxing! If I was a lady of luxury I would start every day like this,happiness
@barbsaka I love finding regional groups of Twitterers! Glad I could connect you with a few new people,happiness
The sun is shining,happiness
@amber_benson Loved it! You continue to delight us Amber.    Great job on the backing and the video by @adambusch. Kudos.,happiness
ehh i need a break. gonna do 3pg essay 2m before work at 5. going to bed now. gym in the morning! nightttt,happiness
@jaackyx ha you'll do fine! just be positive!  &amp;aha i know huh. wht a long conversation. i remeber you and allyson did even lnger ones! x],happiness
@Amaury_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,happiness
@girlwhoshould but it's fun when they blatantly ignore the advice,happiness
"@DebPenner Deb,, I am looking forward to exploring simple=ology/Mark Joyner.  I'll be back in about 10 hours.",happiness
@DarryleP Am busy yes...But then always am. Hope you had a great time traveling.  Where did you go?  Welcome back!,happiness
"@StDAY Dude, that is eerie. Good song though, and a good movie.",happiness
"@jason_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !",happiness
"@SteffaniYu haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven't watched any ep yet.. hope it shows here soon!:p",happiness
"@gi_ri_ja good morning, It's nice to see you!",happiness
"So happy that it's FINALLY May!    The Indy 500.  Was there for the horrors of 1973, yet I still remain held captive by Indy's spirit...",happiness
@cosmicgirlie good luck!! How exciting,happiness
lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,happiness
Waking up early to go to the gym,happiness
@codingvictim nice to have you back,happiness
Having rice crispies this morning  Brings back some good memories!,happiness
@AmineB perfect!,happiness
@CHIOMA_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!,happiness
"@mzjennx uhh, congrats for your two years anniversary",happiness
Off for a bit of a motorcycle trip today!,happiness
@janevans35 LOL I love my MacBook too. Oh and my iMac. Can't decide which I love more. OK 24&quot; iMac trumps 13&quot; MacBook,happiness
Laying on my bed. ONE spot smells like vanilla.  awesome,happiness
"@ohmoss curing le hangover from an epic night, bruised 'n battered from a hectic go-karting session. pretty satisfied thank you very much",happiness
Getting the FAB portraits ready to upload today,happiness
"@MikeyAllStars  We are of like minds this evening , my dear!",happiness
"@myucan91 wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",happiness
Yay! Good way to end the night.,happiness
chillin with christina and diana,happiness
@joek949 I'm okay thanks. No job yet but I'll keep going until I get one! Are you actually following me yet BTW?,happiness
@heyshanny I can't wait either!!!!! your so welcome  YAY!!!!!!!!!,happiness
@larainefan She does especially Pink ones LOL  What beautiful creatures they are!,happiness
@crazytwism haha.. good for you,happiness
Bit of soul time 4 this mama  will visialize next living environent. Speak soon.,happiness
@ProudKiwi thanks for the message - just worked out how to see them and reply!,happiness
@DavidArchie See you on may 16!!,happiness
in the airport!!!  only 8 hours til hoommee!,happiness
"Goodmorning tweedles  very happy mood, i think i will always be after this past weekend. lol vids of the 'BEYONCE WEEKND' coming soon.",happiness
went to eastgardens and saw a lot of hillsong pastors there Now im going to Nicks for dinner. Cant wait to talk to you soon @sherrymacs,happiness
nice weather today in Alex,happiness
Now I have to think of things to say    And before that I have to make super chunk chocolate muffins with my kids,happiness
@shakedxit23 I'll save you,happiness
Is ending the day with another walk nice walk and then some gelato,happiness
just woke up with a cat in my face  haha,happiness
Got the BrainBone daily question right!  - http://tinyurl.com/c9ryqc,happiness
"Heeey, we won ice hockey....we are winners!!",happiness
@marismith - just took over the #1 Most Endorsed spot on twindexx.com - thanks to the endorsement by @danholmesiMIND,happiness
finally leaving this place! woohoo! school time!,happiness
@Lauratheexpat isn't a bit of little britain in all of us?,happiness
"@pandalion WOW! Totally awesome! Action Guinea Pigs! Want to go and see it now, NOW! Do you think we'd be allowed to take Lance?",happiness
@threatbot It's going to be a fun night and I'm helping host it!!!,happiness
@xMyrthe you writing fanfic? me read!,happiness
"Happy Star Wars Day, may the 4th be with you  my lil' 12yr old bro is at home playing with a lego AT-AT and dozens of stormtroopers.",happiness
@LoveLoyaltyLife Very impressive  I'm the same way. 100%,happiness
1 lovely one before waking up,happiness
FINALLY have a working (subbed!) copy of Pika?Nichi.   Heeeee.,happiness
"mondays agenda: last class/final of the semester, work, sorority meeting, happy hour.",happiness
"yaayy, cannot wait for today girls!  gotta get dressed this early, because were going early!",happiness
